Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# misassembled contigs	Misassembled contigs length	# local misassemblies	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
final_assembly_canu_and_spades_node3_120419	7	5	2	0	5	3052405	0	0	195	160	152	8	287
