"","baseMean"
"GPFGEMDG_01526",360.085887798013
"GPFGEMDG_02635",1123.63921946174
"manZ_3",3190.06842458952
"GPFGEMDG_00540",104.712115063703
"GPFGEMDG_01902",77.6307174039114
"pepV",212.082882225367
"rpoE",258.1540752847
"xerC_2",442.914081170464
"hchA",2045.1143661463
"stp",347.132183916398
"ctpE_2",798.642772570454
"GPFGEMDG_01222",147.655916146255
"phoR_1",292.370349594908
"lytA_2",3101.87173765566
"rapA",1531.9590395373
"GPFGEMDG_00965",993.68183383103
"GPFGEMDG_00212",96.1842823703317
"bglH_1",2164.87894407424
"licH",539.228435371817
"thiO",3094.72839733536
"GPFGEMDG_00122",95.077088267892
"GPFGEMDG_00288",179.784134241148
"acuR",2338.19696078081
"GPFGEMDG_00641",614.705750753514
"menA",2563.13373252716
"GPFGEMDG_02283",62.3863177364658
"czcD",501.297380174432
"phoR_4",30.940494224301
"GPFGEMDG_01800",8225.97957074652
"glnP_1",74.6379272303384
"gdh",1476.71880983037
"GPFGEMDG_02760",193.519727632006
"yjlD",4675.33410650148
"GPFGEMDG_00832",237.067142318796
"GPFGEMDG_00544",358.312449467298
"gdhIV",3992.32976682655
"atpA",32.5369802566574
"cobB",778.698312471316
"opuCC",374.599968383952
"por_2",1440.7252586302
"GPFGEMDG_01074",1730.67483592684
"GPFGEMDG_02724",427.367053289427
"smc_4",862.214127628003
"mtlR_1",471.746952095935
"hcf136",3331.07690428005
"algC",3688.49821881073
"GPFGEMDG_02324",1549.13477486962
"dhaK",167.19494819659
"GPFGEMDG_01579",5214.71227330152
"gph_3",465.348515693983
"GPFGEMDG_00048",922.427480375493
"GPFGEMDG_02264",843.249994888989
"GPFGEMDG_00708",4758.73000139143
"GPFGEMDG_00861",1907.01985320351
"araC_2",728.884918845759
"pfkB",1842.20740422743
"GPFGEMDG_01907",960.458687676679
"GPFGEMDG_01584",4263.08544136538
"GPFGEMDG_01256",1212.50658072525
"malL_1",2811.0309265998
"cggR",222.407104658678
"cpdA_1",1631.09614929726
"comGA",1842.28857908876
"GPFGEMDG_01627",1376.75962381762
"yjhB_1",242.071025516753
"gmuC_1",663.291181972337
"GPFGEMDG_02740",1836.24606691768
"GPFGEMDG_00039",1628.57666037642
"GPFGEMDG_02691",731.691908014346
"metN2",97.532287994237
"GPFGEMDG_01662",32.5688281443947
"yfmO_1",1468.80720794166
"GPFGEMDG_00204",18.0564032996961
"lacR_1",218.430486203517
"GPFGEMDG_01048",32.229748404087
"sacA",386.40847617289
"nrdD",2144.49179350909
"GPFGEMDG_00825",5396.69053423337
"GPFGEMDG_01718",244.781130720938
"bca",7118.0107787677
"glnR",6629.45480487968
"murJ_2",4567.86577619823
"GPFGEMDG_01274",105.719910066297
"GPFGEMDG_01444",56.0118061101231
"dppE",801.724215597186
"yteR",3012.00445625162
"malL_2",1552.85575508428
"GPFGEMDG_01790",556.497033111803
"GPFGEMDG_02629",885.982920609344
"ydcP_1",560.451501565274
"GPFGEMDG_00682",2557.62405373575
"GPFGEMDG_00275",278.307269976333
"patA_2",157.591714190647
"GPFGEMDG_01369",1756.9750141294
"GPFGEMDG_01563",339.992482648309
"thiT",540.791021382691
"GPFGEMDG_01340",801.443519675018
"araR_2",759.843032557421
"GPFGEMDG_00563",62.5067194914225
"mepM_2",1098.20829861655
"GPFGEMDG_00649",694.476966118477
"licC_1",5018.14346481675
"cpdA_2",1253.79432827116
"exuR_1",2052.15117205316
"GPFGEMDG_02124",109.499862325429
"GPFGEMDG_01569",3207.43393900333
"nfo_2",501.262925082242
"malP",1729.39568270412
"noxE",1326.35415017199
"lacS",1699.03197514844
"sbcD",69.8194179322191
"GPFGEMDG_01611",782.34477991068
"GPFGEMDG_00664",1531.92340930463
"GPFGEMDG_01258",297.789118620094
"tqsA_1",240.472093420009
"ndk",1371.78963328887
"lacG_2",1235.25260261979
"GPFGEMDG_01801",202.629448635401
"cypC",1730.13715963625
"nnrD",6939.54749927399
"opuCD",3997.69256597029
"GPFGEMDG_02803",1476.2612113074
"comEC",756.25823851737
"GPFGEMDG_00049",1429.64449097117
"GPFGEMDG_02708",511.964342291342
"GPFGEMDG_01642",414.602971504033
"ybiT_3",288.051064970717
"GPFGEMDG_01946",3863.60933807071
"pemA",2514.60491812482
"GPFGEMDG_01156",499.991423200771
"GPFGEMDG_01918",46.8783120707549
"GPFGEMDG_00665",4025.35886959204
"GPFGEMDG_01693",2561.67769048896
"GPFGEMDG_02480",1741.9691834347
"GPFGEMDG_01568",194.981182056307
"nfo_1",10027.3688780849
"yghA",122.522756066629
"ypdA_1",2839.99187123288
"GPFGEMDG_02375",1187.13364744857
"pemK",1765.36796469933
"GPFGEMDG_01751",2077.6553028542
"dagK_1",1972.28989740882
"mtlR_2",3154.46286953323
"GPFGEMDG_02002",211.63228134643
"GPFGEMDG_01927",465.619583847242
"yacL",661.24427332764
"GPFGEMDG_01462",2.16166114509266
"rnz",3.19628036219001
"GPFGEMDG_00032",3.32413157667761
"der_2",3.48267628931595
"recQ_1",53.568974437413
"GPFGEMDG_02631",4.60264372155361
"yycJ",4.60264372155361
"addA",4.72273600739209
"rbgA",4.73049493604121
"GPFGEMDG_01484",4.98619736501641
"GPFGEMDG_01017",5.11404857950401
"GPFGEMDG_01087",5.11404857950401
"GPFGEMDG_01602",5.36975100847921
"tsaE",5.62545343745441
"GPFGEMDG_01164",5.74554572329289
"GPFGEMDG_01160",6.52041193886761
"GPFGEMDG_02842",6.72516800695495
"rnpA",6.77611436784281
"tagO",7.03181679681801
"GPFGEMDG_01501",7.62417708091557
"GPFGEMDG_01493",7.79892408374361
"xseA",9.71669230105762
"mnmG_1",9.96765972459394
"GPFGEMDG_01044",11.1230556604212
"GPFGEMDG_02682",11.6344605183716
"ychF",11.6344605183716
"cmk",12.729782298879
"GPFGEMDG_01451",14.6512588722947
"GPFGEMDG_02511",14.6512588722947
"drrA",15.2142945240244
"GPFGEMDG_01592",15.98140181095
"folA_1",17.6535660182567
"sufS",17.8937505899337
"GPFGEMDG_00115",18.4942120191261
"GPFGEMDG_00297",19.214765734157
"ettA_2",20.1755040208648
"GPFGEMDG_00633",20.8073433810995
"glcU_2",28.9405858296466
"GPFGEMDG_01573",29.7828868879433
"codY",30.8529346086303
"ptsG_2",31.5792499784373
"GPFGEMDG_00252",2666.71688895796
"ycjP",2032.60313610029
"wbgU_2",705.282069145854
"epsJ_3",408.422754503259
"qorB",16529.8164511011
"GPFGEMDG_00186",3706.49031030826
"maf",2047.50219271345
"GPFGEMDG_00114",139.120288591316
"corA_2",1041.40949074534
"ytlR",562.376281134126
"GPFGEMDG_02315",813.457723104478
"lacF_1",333.819950274249
"fhuC",86.0691422818801
"GPFGEMDG_00030",18.5242532442722
"GPFGEMDG_01805",8732.28332949698
"desK",13.8302049718869
"GPFGEMDG_00324",903.805981132279
"gspA_1",1007.23550925367
"dapF",906.284957604513
"coiA",875.636054145043
"mfpA",901.99448442335
"ytcD",1077.73939318097
"GPFGEMDG_01628",197.591131033812
"chbR",935.503404600688
"pheA",195.178944856215
"dgaR_1",4347.51247791844
"GPFGEMDG_00354",7912.3740714698
"xylG",1295.48851993296
"GPFGEMDG_00920",1499.65189119058
"lrgA",189.558491882898
"ispE",180.088571568047
"GPFGEMDG_00100",46.2265764680336
"GPFGEMDG_01562",1071.3140927436
"spxA_1",117.8460993227
"GPFGEMDG_01227",323.061392058088
"GPFGEMDG_00850",150.803271937655
"ubiB",3412.66954396384
"GPFGEMDG_01454",906.579826018327
"GPFGEMDG_02871",901.896113942392
"prsA_2",429.313116204468
"GPFGEMDG_02821",193.096069558169
"GPFGEMDG_00699",8945.30624073607
"GPFGEMDG_00294",370.622932472212
"appA",3003.48052119455
"GPFGEMDG_00899",187.455962503698
"ycjO",513.003154085535
"yteP_2",2805.10887964919
"GPFGEMDG_00036",1227.14120131096
"ugpB",2277.47476669502
"GPFGEMDG_00125",932.634404540361
"hsdR",660.189531939647
"GPFGEMDG_00241",3401.99069871059
"rifL",1371.21438266472
"GPFGEMDG_02413",912.256412943194
"GPFGEMDG_01270",45.5589464670213
"nagE",1419.05784414025
"ribX",603.083426091566
"celA_1",193.496240548443
"fldH_1",423.822160267335
"metE",37.1010243003908
"GPFGEMDG_00465",8451.61972725885
"mutS_2",1971.29708226058
"GPFGEMDG_02084",5189.92844934082
"GPFGEMDG_02634",2319.59411078488
"agaSK_2",2162.58569378723
"manZ_1",3072.43093627908
"nupC",304.938054805104
"GPFGEMDG_00029",530.867404365672
"GPFGEMDG_01514",34.8348981538224
"GPFGEMDG_02536",227.371442874279
"znuC_2",446.47926609836
"GPFGEMDG_00043",641.127936705535
"gatC_1",1090.07764974361
"GPFGEMDG_02539",526.162256555719
"GPFGEMDG_00958",119.932962525166
"manX_1",1848.22557912001
"GPFGEMDG_01040",365.782492075439
"yjcD",4647.64022261696
"GPFGEMDG_01524",3646.11565477096
"mtlA_1",52.7681465326022
"hepT",2362.97187880359
"GPFGEMDG_00262",2419.33360425643
"deoC",18.8964503336123
"Int-Tn_2",1155.56137720106
"rhaA",1487.46539746862
"yjmB",3297.33950147893
"GPFGEMDG_00853",202.174326809087
"pgsA1",519.438132767722
"GPFGEMDG_02704",235.487504794119
"thiY",216.810565189756
"GPFGEMDG_00277",2374.3317271469
"GPFGEMDG_02024",717.308977925557
"potA_1",20.5419766626177
"degA_3",152.807841061743
"GPFGEMDG_01916",1333.05051742159
"GPFGEMDG_00129",316.630050399234
"yccF",471.167808618659
"GPFGEMDG_00379",330.186514605715
"yehU_1",912.903578557348
"dprA",2571.59785962873
"aldC",241.407781785338
"GPFGEMDG_02733",2143.63483222937
"trmFO",245.578005999769
"GPFGEMDG_01976",765.58650488517
"rsmF",2410.0141755485
"GPFGEMDG_01304",387.426712422827
"gmuE_2",1552.96887266299
"GPFGEMDG_00822",6674.05926819912
"GPFGEMDG_00260",699.804249472288
"GPFGEMDG_02490",978.083357490647
"araB",140.06338902214
"licR_1",2120.57713222024
"gsiC",372.757261675745
"xylB_1",679.8059521609
"GPFGEMDG_02033",3587.47980628387
"GPFGEMDG_01291",1405.89384504191
"lspA",49.7239540739036
"GPFGEMDG_00844",9153.99147733183
"uvrB",455.347210716624
"ypwA",267.3869706454
"GPFGEMDG_02303",990.833069060232
"GPFGEMDG_00471",2074.79936261465
"metQ_2",473.402920825997
"GPFGEMDG_00994",285.088786991581
"clpB",12.0861693647867
"leuS",124.97216530781
"sugC",566.493985847977
"xylH",805.485457466383
"msrC",61.8468731783225
"manZ_6",2764.69758498869
"lon",1638.50852684631
"mutS_1",2642.07905953875
"ftsK_2",304.726459948291
"GPFGEMDG_01552",123.484475536829
"GPFGEMDG_00855",5825.53905159085
"fruA_5",742.336187170764
"GPFGEMDG_00661",123.653535043467
"prmA",428.600774682927
"kdgA",624.504232789889
"sstT",2971.11619436307
"GPFGEMDG_00572",906.535489546183
"GPFGEMDG_00754",546.438997254527
"GPFGEMDG_02286",112.191499674308
"pepF1_2",911.228342800017
"GPFGEMDG_00694",4207.06941880782
"GPFGEMDG_01890",475.486727874113
"kduI1",2876.1317258813
"gmuE_1",1338.49549566977
"irtA",3179.19063187386
"GPFGEMDG_00364",184.539850991437
"ywpJ_1",440.21905010775
"lrpC",273.566477868763
"phnX_2",129.944186743794
"glnM_2",79.0310854658517
"GPFGEMDG_02726",427.331175799347
"prmC_2",53.6285678827748
"GPFGEMDG_00378",5527.3625854273
"GPFGEMDG_00420",39.8853615030979
"lsrC_2",1146.18123775638
"mnmG_2",1046.3480306428
"pyrG",3630.4613677874
"arcD1_1",1275.07852558674
"hrtA_2",129.078182516337
"GPFGEMDG_01000",287.425375741896
"fieF",57.6833076459135
"hmo",50.4854093415023
"rny_2",623.976537947912
"ftsW_2",1819.00470199484
"clsA_1",27.4467061833076
"soxS",276.865492982929
"GPFGEMDG_00634",471.795321806674
"GPFGEMDG_01913",577.265895034044
"tqsA_4",515.243315471741
"GPFGEMDG_02275",290.643764926949
"GPFGEMDG_01956",294.866643578671
"GPFGEMDG_00693",2381.32681806405
"pcp",247.574396533761
"csbC",2244.10138639738
"GPFGEMDG_01054",1284.94378982009
"GPFGEMDG_02853",37.764821149181
"GPFGEMDG_01016",909.652821510043
"araQ_5",197.549089627152
"yjbK",1174.87564235698
"GPFGEMDG_01012",41.4692072378753
"ntpJ_2",1281.35474659947
"ddc",674.565847005301
"hmpT",255.150308752398
"GPFGEMDG_01912",712.89974851443
"GPFGEMDG_00131",1764.97254667022
"alaA",397.072205153349
"yteP_1",796.20968236843
"ahpF",2210.79305793256
"GPFGEMDG_02277",1975.03364027684
"nodM",427.31447177756
"GPFGEMDG_01053",485.600870515004
"araQ_1",20.860311932564
"GPFGEMDG_00901",1837.95649315226
"opuCB",249.629781218572
"GPFGEMDG_02661",1525.70418199137
"GPFGEMDG_00599",21.3570369634465
"GPFGEMDG_02051",110.636272623347
"GPFGEMDG_00987",216.214806154299
"dapA",41.9932145168535
"GPFGEMDG_02101",12.6432226672714
"GPFGEMDG_01594",3058.73046656954
"tqsA_2",1637.43601157622
"yecD_3",819.1429102113
"GPFGEMDG_00535",80.7276905776603
"pox5",1102.12375511468
"radA",2113.70817867811
"GPFGEMDG_01505",100.494743626222
"topB_2",1039.93646227722
"treR",2284.95298376777
"GPFGEMDG_00041",228.738688967533
"rpsN2_1",394.348251543806
"bceA_2",20.5534712116893
"apbE",733.396368005286
"folT_1",652.366430981443
"glpK",1236.64098450197
"GPFGEMDG_00326",5890.08539660829
"aroC",32.1068820722842
"GPFGEMDG_02498",654.890021370379
"arcB",117.808426520881
"rsmE",1371.06575656968
"cna",951.096316987919
"yfmO_2",457.807502222556
"GPFGEMDG_00233",1344.71590930161
"yecS_2",1693.21043998422
"mscL",4792.32944680337
"natA_4",181.058980501624
"GPFGEMDG_00056",313.459212646143
"menH_2",912.530842734598
"truA",31.1064560886073
"smc_1",1935.16706562154
"nirC",432.894338836082
"GPFGEMDG_00169",1310.59862611721
"GPFGEMDG_02781",194.657015549924
"mgtA",1650.18120548582
"GPFGEMDG_02287",6392.91703097197
"corA_1",1011.42005878621
"pbuG",24.1710565089223
"GPFGEMDG_02085",181.45225886214
"GPFGEMDG_00601",733.546727506626
"yknY_1",597.469261584057
"rex_2",1167.17137636575
"GPFGEMDG_00615",608.666904447153
"ydcP_2",476.794868051448
"GPFGEMDG_00636",214.828189205224
"afr_2",2142.3101399892
"GPFGEMDG_01977",152.322835262979
"adaA",1070.64541541891
"ssb_2",699.395547003218
"GPFGEMDG_00970",1570.35289156959
"GPFGEMDG_02837",1213.25851410686
"GPFGEMDG_02269",189.708858321769
"manR_1",2282.68841631792
"tee6",2134.65188935101
"mro_1",515.294093685694
"pstS1_2",194.705220940604
"arsC",119.83794193909
"rho",38.3045503059866
"prkC",1584.80113452085
"citS",264.555317433952
"mntB_1",139.327637986003
"GPFGEMDG_00996",578.742409322284
"GPFGEMDG_00907",16.5912491351965
"sorC_1",314.994865561128
"fruA_4",631.211228995425
"GPFGEMDG_00398",199.997774498422
"rbsK/rbiA",117.610887549551
"GPFGEMDG_00860",60.4646898725552
"rsmA_2",193.254450343047
"mltG",144.134142206644
"GPFGEMDG_01450",183.862289202598
"yidA_2",26.3463461350387
"GPFGEMDG_02718",153.179149909496
"lepA",80.3634389682906
"GPFGEMDG_00957",64.3657134546171
"copB",223.33476665899
"chvE",1130.4202384929
"GPFGEMDG_02081",19.3307838609134
"GPFGEMDG_00689",595.294935450739
"yidA_1",317.180615206688
"GPFGEMDG_01691",2167.25024415949
"ybaK_1",123.030273806799
"pglF",133.61346842134
"GPFGEMDG_00171",28.7730431225095
"vraR",34.2706589063598
"yciC",338.104003665836
"GPFGEMDG_00180",1592.0903299924
"GPFGEMDG_00532",95.9888931604202
"uvrA",968.653861976689
"ubiE_1",195.809978902727
"mngA",58.8468350266521
"yigZ",1455.8794638077
"ecsA_2",155.51111270591
"albF",4216.30579511711
"GPFGEMDG_01966",256.045821439505
"dppC",107.442864461669
"GPFGEMDG_02380",788.67055707762
"GPFGEMDG_00240",164.177029613904
"yxdL_2",333.455473214881
"GPFGEMDG_00296",37.3755242213806
"GPFGEMDG_01362",52.4590161176407
"ulaA_2",311.43899089103
"cmpD",260.50652318216
"pspB_3",100.797755250031
"immR",867.044967504519
"GPFGEMDG_02807",723.307348153186
"garK",5387.00874198577
"GPFGEMDG_02660",52.6781174192192
"GPFGEMDG_00871",579.880472226526
"GPFGEMDG_00697",1112.88237984495
"gadC_2",489.621420581965
"dcuS_1",48.1041581137908
"rbbA",176.914995114001
"purB",782.615357438807
"GPFGEMDG_02567",131.431671651279
"rpsF",148.507200085626
"deoB",13.0885963824985
"GPFGEMDG_02801",152.22217882206
"aes_2",114.688095350981
"pepC",161.560315236248
"rbsD",174.406690569503
"GPFGEMDG_00019",614.698471163148
"glcR_2",3397.15714663065
"yoeB",467.768364252907
"GPFGEMDG_01635",216.035060639742
"pphA",2187.69927898072
"yckB",751.979729651351
"agaC",136.160707919333
"cysM",210.957592619497
"topB_1",663.840672727885
"GPFGEMDG_01738",203.446078660195
"GPFGEMDG_00174",1785.22739623327
"araQ_3",158.91636662434
"gno",3.80327893414455
"GPFGEMDG_00195",843.234252887047
"GPFGEMDG_02859",1220.85655267019
"GPFGEMDG_01582",3.47629915975234
"GPFGEMDG_01716",3.60415037423994
"glmU",5.6592724497578
"rihB",7.82324045233075
"GPFGEMDG_01346",8.92840709300012
"lgt",21.6486867481629
"gpsA_2",377.059796939825
"GPFGEMDG_02570",45.4139261288623
"yifK",726.654034995721
"artM_2",439.528489710662
"GPFGEMDG_02338",79.5024943226782
"znuA_1",85.5796746335203
"cycA",226.721581697357
"GPFGEMDG_02352",136.871691977194
"gbpA",21.2938085698977
"GPFGEMDG_00452",77.7241146835541
"mgtE",828.072011824999
"GPFGEMDG_01555",210.252466847076
"GPFGEMDG_02870",285.067758291246
"rodA",3.72795293550306
"rimI_2",74.2327372637014
"GPFGEMDG_00910",148.326511807575
"GPFGEMDG_02771",465.27594644614
"gshAB",252.199125790681
"GPFGEMDG_02530",26.1326736172999
"GPFGEMDG_01308",26.8482948356061
"GPFGEMDG_00533",964.088982398799
"epsN",66.4763385069604
"padC",704.720356571321
"fcbA1",1297.8588844597
"GPFGEMDG_00286",239.365158656385
"ugl_1",464.370093822621
"queT_1",109.557436868321
"GPFGEMDG_00190",86.6171740590497
"menH_1",8.91646085482761
"pgl_2",39.462749620055
"rsmI",393.197403889814
"GPFGEMDG_02080",55.7415201663695
"mprA",12.0253588448128
"oppD_2",301.186958264638
"GPFGEMDG_00278",143.628731558504
"GPFGEMDG_02858",358.484053450895
"trmL",465.491251338133
"nrdG",200.251015434421
"gbuB",600.894074073052
"GPFGEMDG_02460",66.5092385312442
"pnp",8.58688964171866
"gap_1",444.174505544936
"GPFGEMDG_02557",437.846365378048
"GPFGEMDG_02478",1051.72685906997
"betI",275.076049556262
"msrR_2",104.158240376436
"aroF",122.392504571848
"GPFGEMDG_00751",69.490561339012
"glpO",335.055148984498
"GPFGEMDG_00087",30.2139065512443
"GPFGEMDG_02856",46.5822306531397
"sugE",161.008545704445
"gpmA_2",161.46446461843
"GPFGEMDG_00646",325.625866759839
"GPFGEMDG_01606",269.795214666993
"pehX",27.4034938475928
"GPFGEMDG_01989",161.906466985092
"GPFGEMDG_01629",66.0815774793431
"feuB_1",57.8562889719338
"GPFGEMDG_01872",58.8569142948432
"rluD_1",84.0852623796372
"czrA",493.341477214411
"ykoD",34.6271338116687
"bioY2",1376.52951616428
"GPFGEMDG_02800",95.9757818081397
"yhdG",626.777332074203
"ywqE",3.20353057723591
"GPFGEMDG_00709",64.4854584405198
"GPFGEMDG_01379",110.920610684955
"GPFGEMDG_02814",111.832089339514
"GPFGEMDG_01339",96.4782701870965
"GPFGEMDG_01423",44.2676309191038
"murF_1",18.9201935187222
"rpsA",240.609714321958
"mazF",125.431192529329
"ywpJ_2",157.251838823207
"bceB_1",129.000515598548
"mccF",169.779871195971
"sfsA",95.6465047198586
"dcuS_2",47.8237859310218
"spxA_5",68.5411258897203
"GPFGEMDG_02828",92.1800011230909
"mfd",225.522984313048
"feuC",278.111345979512
"ydfK",125.112273381872
"GPFGEMDG_02047",74.3480655370432
"ulaD",20.8786102220109
"brnQ_1",972.413740061447
"GPFGEMDG_01510",89.5035821422815
"hssR",234.051530207397
"GPFGEMDG_01213",1.93335164942389
"GPFGEMDG_00732",104.745412044307
"GPFGEMDG_02839",142.282781239305
"GPFGEMDG_00772",345.341134362322
"pezT",55.632108977918
"GPFGEMDG_00830",166.906542333558
"GPFGEMDG_01784",212.285000827443
"araC_3",53.0042153211635
"dinB_2",336.382786661813
"GPFGEMDG_00736",161.299311705063
"ackA",24.1024631006953
"ctpE_1",2.73128444400114
"mro_2",54.2215314686937
"GPFGEMDG_01915",69.7465760248333
"lacD2",80.7723980359401
"rlmA",189.690804001214
"gpmA_1",83.4516780332567
"prs2",56.9279337380267
"arlR_1",110.397726654298
"npr_2",64.9238575143057
"ybiT_1",12.2131496436746
"gdpP",123.208038376102
"lacL",79.7565910341287
"GPFGEMDG_01223",256.320712817058
"misCA",407.139043924877
"yjhB_3",58.4893566067808
"GPFGEMDG_00771",32.1834218971926
"GPFGEMDG_00666",44.3628926501944
"mtlF_1",13.12147603565
"murA1_1",12.5618320904726
"yxeP",78.2211454880555
"GPFGEMDG_01669",145.680541129009
"ugl_2",43.361062005107
"GPFGEMDG_01942",14.2001687670564
"GPFGEMDG_02850",113.209264884369
"yecD_1",479.546257735508
"proX_2",3.7898684358487
"rpoN1",407.205555989202
"icaR",20.7616097331466
"GPFGEMDG_01301",76.3752989063928
"GPFGEMDG_01580",12.2978743178043
"glnQ_1",72.4957784203785
"zosA",1.52167583074738
"GPFGEMDG_02619",1.61670226790991
"purL",668.530375756565
"pyrK_1",815.449265736887
"carB",183.63289198155
"ywlC",2.28251374612107
"ltaS1_2",13.864252864906
"oatA",3.63560418758062
"GPFGEMDG_01598",12.6627784882038
"ptsI",301.535393792271
"yclQ",62.2792799560845
"ysdC",15.1061950718329
"GPFGEMDG_01601",2.89118407842003
"addB",2.90068672213628
"GPFGEMDG_01992",21.1047450715413
"metG",3.04335166149476
"lexA",4.19401259188317
"polC_1",3.1729465910495
"carA",99.1533048055388
"sorA_3",6663.9187049338
"guaB",1715.75683233239
"GPFGEMDG_00438",51.8235686469078
"yxdL_1",3.49985441071898
"cshB",5.41762262803298
"fabF",33.82290285428
"dgaR_5",11491.0941573732
"efp",4.5745301359584
"manZ_5",2918.27342343481
"purH",764.238687740513
"purD",953.036445822785
"phoR_2",5.62782272464025
"GPFGEMDG_01051",17.6379096984657
"GPFGEMDG_01750",6.08670332298953
"mazE",6.08670332298953
"purC",980.031902084631
"ahpC",12.6976995692287
"aroK",17.1495322610633
"GPFGEMDG_02826",40.8740941495567
"GPFGEMDG_02659",8.40685179313152
"gla",8.52138465218534
"rppH",35.0354791133321
"agrB",13.318698956161
"GPFGEMDG_02302",8.7301922467135
"GPFGEMDG_00982",30.4021428475211
"GPFGEMDG_01267",8.97788740140955
"pyrDA",81.739048440767
"glyA",24.1693404057014
"gatB_2",9.87274709216034
"GPFGEMDG_00406",10.0430604829327
"pdhB",23.7484815146468
"pbuO",10.9935754217874
"GPFGEMDG_02383",11.2611021519954
"GPFGEMDG_00194",33.6716833147905
"cfiB_2",31.8056010725136
"GPFGEMDG_01720",13.4186714881652
"lacC_2",33.2670691796498
"ybhL",15.5695657469056
"dtpT_2",37.7784525457432
"purR_2",26.5095274135462
"ctc",19.3964733658768
"bcr",29.0710975829052
"rlmL",21.2364419899908
"nox_1",21.8832481807694
"GPFGEMDG_02840",22.5489343753659
"iscS_2",26.0301593494965
"treA",51.3366022031686
"GPFGEMDG_02579",27.609384818952
"axe2",39.7574133762917
"GPFGEMDG_02298",28.4574321252163
"manX_4",30.4344756696487
"thiD",37.2308086106985
"GPFGEMDG_02359",37.3822751893084
"purA",1920.91935517783
"GPFGEMDG_00681",46.4860143120802
"ettA_1",43.7745904037623
"fpgS",44.2697907551853
"azoR",56.3844432544501
"GPFGEMDG_00606",47.2843273190493
"GPFGEMDG_01636",46.9534822100243
"GPFGEMDG_01671",63.4857819682882
"metP_2",67.0840178887122
"GPFGEMDG_01077",52.8270020433198
"yteT",52.9159332043733
"GPFGEMDG_00417",67.5404343892877
"mngR",80.2072210658974
"gtaB_2",69.4254283482487
"pyrC",90.9198734891655
"msrA_2",134.217500412593
"mrp",164.749229334862
"GPFGEMDG_00044",200.872660838332
"pyrF",251.816874110205
"purQ",480.789941294898
"GPFGEMDG_02544",39.8938208330981
"dcuR",12.3255742290538
"ywnA",12.1734066459791
"pheT_1",13.1122422317754
"pdp",35.0871091046808
"pspB_1",40.6681140021253
"GPFGEMDG_00680",14.6080879751749
"rimI_1",49.3244048089879
"GPFGEMDG_02620",21.3404699364108
"yvcJ",16.3517373713906
"sorA_2",16.4340989720717
"GPFGEMDG_01518",16.6520333594721
"GPFGEMDG_02087",16.8906017212959
"dus_2",18.5920760809639
"GPFGEMDG_01802",18.268735627382
"hpaIIM",21.2896089214202
"oppB",18.6656624711156
"GPFGEMDG_00237",18.8199241444306
"abfA_1",36.4628148780213
"recR",27.8120959438476
"tadA_2",20.0540175309507
"ldh",20.2087783488739
"GPFGEMDG_02562",20.9795875708407
"niaX",21.4556292135381
"GPFGEMDG_01798",43.232617150646
"pstB3_1",23.2935126705658
"puuD",24.2505340186486
"cinA",41.2344073368651
"purS",29.064008367275
"lrp",44.1392447171002
"ldhB",37.3325289231621
"crr_1",40.0847136004495
"GPFGEMDG_00363",49.6327596248342
