"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"lrgA"	507.063238155667	-0.386489005281626	0.106183724236651	-3.63981399277596	0.000272835057490729	0.000353339959658486
"murG"	5075.52331889192	-0.389005884921307	0.0658039171204226	-5.91159161861774	3.38817720072039e-09	5.08393485388882e-09
"exuR_3"	2986.49173400806	-0.391725978700812	0.0624311376564871	-6.27452891946633	3.50694447248702e-10	5.36791601165602e-10
"benM"	480.721782317272	-0.397096260100123	0.107294449425535	-3.70099536580144	0.000214755398829063	0.000279549121723643
"prmA"	1829.46450216726	-0.40157871299151	0.0741300420453833	-5.41721954974286	6.05329925638367e-08	8.79692248804611e-08
"cspL"	21142.454492892	-0.402032744836801	0.0917384473881363	-4.3823800847189	1.17389780856322e-05	1.5877854018133e-05
"cvfB"	3796.7448433643	-0.402786173953961	0.0688136212918943	-5.85329134540702	4.81938783382441e-09	7.2101450598375e-09
"rpmG2"	855.170288558417	-0.402889948932927	0.0956789846959313	-4.21085100571787	2.54410502372262e-05	3.40780294734349e-05
"stp"	10375.2015708841	-0.409463524629682	0.0499146331784491	-8.20327624498042	2.3392283463374e-16	4.04386466682391e-16
"hepT"	2864.42382088127	-0.41642640376591	0.0711875172234663	-5.84971101687247	4.92427800012247e-09	7.35983846338226e-09
"rnmV"	1788.3967113963	-0.418336821835956	0.0778174467095892	-5.37587442822647	7.62118951535755e-08	1.1012401927789e-07
"ettA_2"	7028.56256896031	-0.422093660582597	0.062160612252334	-6.79037167248539	1.11845025837238e-11	1.78553432232824e-11
"rpmB"	9981.07192662018	-0.423299977287353	0.0795961630888274	-5.31809525560874	1.04859171714539e-07	1.50094472294401e-07
"rimM"	1684.97984645141	-0.423424739094506	0.102687800807801	-4.12341812526518	3.73291185449116e-05	4.97830538913313e-05
"metG"	28253.3068304341	-0.427331087735643	0.0479634292231279	-8.90951907853962	5.12544028733977e-19	9.25984051912036e-19
"gmuE_2"	447.632967237296	-0.428801639319813	0.105489954978185	-4.06485754409969	4.80618084903462e-05	6.38727175661408e-05
"map"	12084.1631793259	-0.428802680930032	0.0566594063039037	-7.56807578657047	3.78792995169951e-14	6.35354330004224e-14
"ywrO"	938.273944580565	-0.429907861967644	0.0870422714457695	-4.93906988899632	7.84960776446422e-07	1.09981164905971e-06
"murQ"	395.821771586106	-0.434562810854299	0.112739102550838	-3.8545881688063	0.000115924601728623	0.000152595651195067
"ppm1"	5306.71451295965	-0.43628959886531	0.0692212292304021	-6.302829402424	2.92260525888697e-10	4.50063479199683e-10
"rsmE"	1798.97727069972	-0.439173741249217	0.0758225750438712	-5.792123796839	6.95018803679883e-09	1.03370472461373e-08
"yidA_3"	2935.63214157621	-0.439249597548669	0.0650543064777387	-6.75204488881883	1.45775755494234e-11	2.31508316598247e-11
"degA_3"	3812.88001383897	-0.449477596792251	0.0768989228873256	-5.84504411655853	5.06434032604614e-09	7.56175521232184e-09
"yjbK"	1213.39806125041	-0.460867609672256	0.0731428461498099	-6.30092529798902	2.95873976086226e-10	4.55167743009416e-10
"glmU"	19397.0307855211	-0.464094005579434	0.0540927794705985	-8.57959250978565	9.52098219194744e-18	1.67635328073248e-17
"murE"	5629.75899908066	-0.464124462857396	0.0683300133806733	-6.79239531641407	1.10286840024968e-11	1.76250637311675e-11
"mprF_2"	3909.44935491008	-0.466472186203441	0.0609966943434027	-7.64749944607274	2.04925129825375e-14	3.44862953286239e-14
"recF"	10009.0890898909	-0.468321715003974	0.0542247932230514	-8.63667129310299	5.78745974920132e-18	1.0249187439574e-17
"wbgU_1"	16966.2249775724	-0.468566755707555	0.059030910849228	-7.93765078272858	2.06046487581491e-15	3.50233036368986e-15
"ftsA"	39249.852820467	-0.472582286745254	0.049541170382242	-9.53918292803696	1.43962048906731e-21	2.72704229458894e-21
"fmt"	5859.75748470895	-0.473685062483188	0.0530198588599486	-8.93410643989871	4.10482036172968e-19	7.44243025108846e-19
"ptsI"	141838.201983935	-0.474926027542739	0.0444112142982147	-10.6938311651125	1.087825175189e-26	2.22383589505081e-26
"glpE_2"	2539.28591036535	-0.482732376836345	0.0826821278275	-5.83841259919521	5.27005162408296e-09	7.86120335306401e-09
"yugI_2"	1288.962774812	-0.493462922905171	0.0749805157807793	-6.58121536997571	4.66618088241759e-11	7.32638503497113e-11
"ychF"	15503.8089308882	-0.496291644128177	0.0496133726773105	-10.0031829594835	1.47575884621647e-23	2.8889212375163e-23
"gyrA"	53769.5725772797	-0.502728394117899	0.0533969744777053	-9.41492283102673	4.73430035653597e-21	8.89067748829134e-21
"zwf"	7321.27409056716	-0.503764505472616	0.081443912330657	-6.18541633200729	6.1938780177378e-10	9.45218058217902e-10
"tyrS1"	14736.3708158427	-0.504615529444627	0.0532483193035583	-9.47664707627506	2.62584905375597e-21	4.95559864791863e-21
"lacC_1"	350.019292822654	-0.50494365223733	0.122900403755211	-4.10855975089441	3.98134205321595e-05	5.30033561804886e-05
"sbcC"	9197.99877315379	-0.507263946670715	0.0506473845621331	-10.0156000365313	1.3016959786564e-23	2.55145814091854e-23
"ugd"	1899.78756997305	-0.508087766155275	0.0908659893838561	-5.59161650690777	2.24965262191587e-08	3.31355990636158e-08
"wbbL"	4446.44465045063	-0.515402109057458	0.0803315367605366	-6.41593737455614	1.39958976638961e-10	2.17507674919528e-10
"ywqD"	2088.02344599869	-0.515562361330092	0.0747272377513504	-6.89925623968049	5.22755048055596e-12	8.41602471658216e-12
"suhB"	2019.36385564154	-0.519911988622116	0.0744881073339359	-6.97979861793657	2.95603477860918e-12	4.77923669620146e-12
"cobB"	1408.43121512845	-0.520826035713642	0.0767851951223483	-6.7828965581681	1.17789978606874e-11	1.87847264312324e-11
"rpmF_2"	5367.73074951061	-0.521719483655433	0.0722936582163845	-7.2166701274662	5.32760008256125e-13	8.7340526649524e-13
"recQ_2"	4558.28142567114	-0.525267194411302	0.0532590507777873	-9.86249635959291	6.05255319545033e-23	1.171288248624e-22
"potA_1"	1847.82970831439	-0.527688494559699	0.0983756202437685	-5.36401695107101	8.13912607149562e-08	1.17274257397236e-07
"dnaX_2"	11636.9144799688	-0.534301503191904	0.0512277809443987	-10.4299169970259	1.81046377348974e-25	3.64727027384244e-25
"gyrB"	24187.8791570882	-0.537282680726274	0.0530402875886493	-10.1297090410432	4.07861254120367e-24	8.10930404732793e-24
"coiA"	803.863578184272	-0.537373216347408	0.0830650366119571	-6.46930692221057	9.84534405818111e-11	1.53631752055429e-10
"mntH"	6157.50862368895	-0.546429014381189	0.0858518981616638	-6.36478663933829	1.95561388779407e-10	3.0268292186081e-10
"arcA"	9954.65289884926	-0.552931025447732	0.0739071911112165	-7.48142389305086	7.35216130221286e-14	1.22375318724264e-13
"rmlB"	26950.785301958	-0.553559269513282	0.0498333690842439	-11.1082047970203	1.14436979279681e-28	2.42065999226326e-28
"gnd"	29416.313851971	-0.557706564764959	0.0506561287191835	-11.0096562620616	3.43311034028395e-28	7.21189937689994e-28
"bacC"	2851.60253050638	-0.559519123202017	0.0645915091483445	-8.66242530294491	4.61831609916241e-18	8.20734587984172e-18
"mutS2_1"	2802.60131509146	-0.560160107528964	0.064441478741784	-8.69253962612366	3.54426156971422e-18	6.32073813896341e-18
"pgk"	94379.7330515652	-0.560686033287202	0.0454262136043557	-12.3427859995234	5.3279808148262e-35	1.20572285007137e-34
"plsY"	3172.15273741735	-0.561997430743419	0.0593952140024958	-9.46199858324956	3.02112663850481e-21	5.69452459213221e-21
"icaR"	1100.27020166605	-0.563401286193698	0.0746746087214496	-7.54475042909554	4.53154455204707e-14	7.57578743443215e-14
"gatC_2"	4014.6382973344	-0.574701307439441	0.0943742773240035	-6.08959690855582	1.13195329213433e-09	1.71880843860477e-09
"purR_2"	5297.89417939632	-0.576382913983929	0.0599706393097201	-9.61108503458138	7.17884541160933e-22	1.36667269523513e-21
"rnhB"	2401.62813511303	-0.580692016869802	0.0727301668869623	-7.98419750324948	1.41439409796368e-15	2.4203620350547e-15
"repD"	527.106148589035	-0.581997209788632	0.104528310214811	-5.56784289913993	2.57912191611609e-08	3.79150837668418e-08
"rnz"	2885.41921916695	-0.587840540901153	0.0582399407225873	-10.0934261540752	5.90709992731714e-24	1.17142098819063e-23
"mvaA"	11152.8949502651	-0.593333167092112	0.0600394206525102	-9.88239327834528	4.96331045260639e-23	9.62945454690386e-23
"czrA"	639.431027399154	-0.59473287781883	0.0990560104610711	-6.00400596642805	1.92507621947073e-09	2.90862210541063e-09
"epsN"	3708.57558483295	-0.597473327579221	0.0677640555835799	-8.81696531345147	1.17603654509374e-18	2.11464422453101e-18
"ykuL"	2620.8325057648	-0.600305334155455	0.0622640633687415	-9.64128104843261	5.35158970974324e-22	1.02136229673421e-21
