"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"hin"	8912.37283404139	-0.602062565531411	0.0609391102479866	-9.8797400073839	5.09649667741003e-23	9.87527282404005e-23
"pbpX_2"	17441.0000097051	-0.60226776649043	0.0617368484917465	-9.75540185811308	1.74906572658249e-22	3.36341805755698e-22
"galM_2"	4726.67389676041	-0.604170902949422	0.07822935728078	-7.72307128615333	1.13559620742003e-14	1.91742020388104e-14
"rph"	5735.18292581506	-0.605818005864791	0.0515398191629151	-11.7543680925582	6.70605513398107e-32	1.46532596399615e-31
"tagO"	3982.42461981052	-0.607160274991584	0.0967194306738875	-6.27754186269736	3.43967669040971e-10	5.27024909405834e-10
"fni"	6564.50393701187	-0.609626457625079	0.0545465066630447	-11.1762694793817	5.32830025943041e-29	1.13496521609965e-28
"gcvH"	3486.3312069288	-0.611543697076637	0.0670431089386576	-9.12164884292852	7.39899292591588e-20	1.3609500273152e-19
"nagB"	1194.16590761441	-0.613303973219883	0.089727848545317	-6.83515745850224	8.19150052812494e-12	1.31322687414045e-11
"treR"	1782.22614599783	-0.613787568967544	0.0708532369015176	-8.66280209358223	4.60307131942595e-18	8.18981030313752e-18
"corA_1"	1241.92296827985	-0.616767474274668	0.0806525247436798	-7.64721843779602	2.0537328958512e-14	3.45235673331278e-14
"maf"	3315.3619396822	-0.622888804221264	0.0698687779172816	-8.91512379046774	4.87271601812595e-19	8.81371317767912e-19
"mraY"	6854.07827485599	-0.624036934208122	0.0528758717494377	-11.801922380878	3.81495268939529e-32	8.35996107330794e-32
"dnaX_1"	4931.46883018017	-0.634804709143046	0.0594942255955706	-10.6700222212878	1.40592758174593e-26	2.87027842761267e-26
"rpiA"	4011.13150908337	-0.637737678947384	0.070797189686309	-9.00795189432091	2.09940415448139e-19	3.82463220965929e-19
"metE"	2182.90853199728	-0.640043143480328	0.0622248563974248	-10.285972206869	8.15152226591388e-25	1.63137561248184e-24
"cshB"	16430.1565305333	-0.640319067855569	0.0449020948332094	-14.2603384148125	3.86575307569561e-46	9.8289514762678e-46
"recD2"	6060.95687442237	-0.643169262224896	0.0641900155150157	-10.0197710978032	1.24791626904531e-23	2.44919649195361e-23
"rsmA_2"	3848.06856413492	-0.644542162156585	0.0589489026080429	-10.9339128234873	7.93513717314052e-28	1.65777968651482e-27
"xynB"	199.330130384685	-0.646706528695253	0.167652470966572	-3.85742318599168	0.000114588673065555	0.000150967603009377
"mfd"	13695.3651762738	-0.650793951514837	0.0497446088214431	-13.0827031699223	4.13470325407959e-39	9.61397413124155e-39
"glnQ_2"	348.5647519294	-0.651285315001312	0.141436746535181	-4.60478150803129	4.1289913638284e-06	5.66527373613573e-06
"engB"	6310.02463578189	-0.651361588200746	0.0511076716619822	-12.7448887225531	3.32865422896896e-37	7.66950134753363e-37
"yddE"	261.108152589802	-0.653639071008631	0.129087361037924	-5.06354042528301	4.11541064561382e-07	5.82506543984186e-07
"tee6"	438.5514968862	-0.661668362552803	0.123886938952947	-5.34090492625787	9.24837526499826e-08	1.33005434642043e-07
"lipL"	427.709557351309	-0.662556312416492	0.11133586895014	-5.9509690692153	2.66559462511169e-09	4.01156187158607e-09
"ywqC"	2991.36195684408	-0.66335784549448	0.0625280865301804	-10.6089580267948	2.70751540567638e-26	5.4907402967312e-26
"dtd3_2"	1727.17619021264	-0.664537240785606	0.0795621994124953	-8.35242421266249	6.68759752566391e-17	1.16669083981514e-16
"hcf136"	952.996096163659	-0.666625609409357	0.0795348719755426	-8.3815512975786	5.22346278755506e-17	9.13356351945621e-17
"corC_2"	13511.2283711495	-0.666990222474424	0.0496691005495899	-13.4286752748522	4.1069256032803e-41	9.83466618521367e-41
"dtpT_2"	3175.61576580553	-0.669626293286647	0.0778436161454115	-8.60219920970512	7.82029006296417e-18	1.3801044919924e-17
"gmuD_2"	621.956760409548	-0.673788167949999	0.0988164036728479	-6.81858621551048	9.19407939635118e-12	1.47085955048769e-11
"gph_2"	1449.84924385741	-0.676221073850882	0.0774409907930941	-8.73208189778461	2.50027068447196e-18	4.47989676758917e-18
"gor"	10219.7917890617	-0.678161797112491	0.0480673396353038	-14.1085777215431	3.36292113323846e-45	8.47968358596386e-45
"artM_3"	26077.3360059107	-0.681525950638964	0.0493601031724718	-13.8072229763704	2.30549221034423e-43	5.6633300586359e-43
"gph_3"	1361.31969735756	-0.683761319091568	0.0792636111661511	-8.62642149445196	6.33014176571933e-18	1.11972194067254e-17
"fur"	2830.34784313317	-0.683864267029681	0.0804948933804556	-8.49574722457766	1.9666357569187e-17	3.45465542997369e-17
"pspB_1"	2502.73943946988	-0.690492246335046	0.0624699887405553	-11.0531834606652	2.11576496678643e-28	4.46303330251487e-28
"parB"	5969.76269021909	-0.692079244289922	0.063986743563879	-10.8159785252864	2.8918985567272e-27	5.98418682322762e-27
"rapA"	13496.3840097407	-0.692937273059571	0.0571913277910646	-12.1161249410235	8.67654260286018e-34	1.94043676713011e-33
"dnaC"	5465.30111465545	-0.695148852368392	0.0529759663452763	-13.1219664373404	2.46455769831126e-39	5.75693462350928e-39
"murR_1"	459.775468878427	-0.69739498034657	0.103679377142182	-6.7264580437264	1.73842743585121e-11	2.75507282497544e-11
"mngB"	364.37878888583	-0.698978569813984	0.127122437244666	-5.49846734348476	3.83106469980787e-08	5.60491021883514e-08
"gluP"	782.36027333705	-0.702809811917559	0.095608221111383	-7.35093492743464	1.9682523134262e-13	3.25124541577886e-13
"betI"	428.635840197181	-0.707388188516295	0.116116074771796	-6.09207803404077	1.11454327958847e-09	1.69406129222878e-09
"epsL"	2066.70968083357	-0.709751707396702	0.0714354103786905	-9.93557261915618	2.91496294277306e-23	5.6916520023633e-23
"rluD_2"	6126.7300859499	-0.716681097813826	0.0572543360775341	-12.5174990561989	5.98927120836787e-36	1.36961862617782e-35
"dus_2"	4083.25930552388	-0.71677390221425	0.0600379180271996	-11.9386868460283	7.4388319031791e-33	1.64193347660026e-32
"luxS"	11626.6888660432	-0.720252825012293	0.0491068801374032	-14.6670450860856	1.04810994343612e-48	2.74273443961032e-48
"araC_2"	286.712487840901	-0.726537136272632	0.124662589241639	-5.82802860659626	5.60859661858694e-09	8.35801629169071e-09
"serS"	6504.39057366959	-0.726695523034387	0.0591325440287866	-12.2892653270697	1.0344184010555e-34	2.33050181184545e-34
"valS"	24702.1979412555	-0.728072580780949	0.0507062652142237	-14.3586315755063	9.40661803533735e-47	2.40373813218436e-46
"truA"	1523.41851232782	-0.728809329286897	0.073601619769969	-9.90208274715533	4.07694683988575e-23	7.94014071246291e-23
"fnr"	788.110877597269	-0.729311057073564	0.0838065450811302	-8.70231622563063	3.2517795935671e-18	5.81274685563696e-18
"glpQ_1"	3010.48117654269	-0.7299076529762	0.055745807098448	-13.0934987036275	3.58696719029163e-39	8.35313613274335e-39
"queA"	16610.02589506	-0.732722375395624	0.0490188962581412	-14.9477534446511	1.61092604354308e-50	4.25944507693769e-50
"mtnN"	4162.90147249796	-0.733831648123021	0.0594734276461422	-12.3388154536713	5.59732998719166e-35	1.26479726565176e-34
"topB_3"	153.680275432389	-0.735389138683995	0.162487348820973	-4.52582397349741	6.0160640648572e-06	8.19540748727864e-06
"rodA"	11236.6886398052	-0.736533895271049	0.0659167801152625	-11.1736934659603	5.48515939190047e-29	1.16674549634978e-28
"metK"	10642.8838869761	-0.737368383628821	0.0630385130873848	-11.6971093941678	1.31869275472104e-31	2.87320324097303e-31
"wbbD"	4542.13704689686	-0.740009817722733	0.062347257855329	-11.8691638281808	1.71169866665889e-32	3.756364653201e-32
"wbgU_2"	873.831473577154	-0.744508527846019	0.0845821911707686	-8.80219012466681	1.34171627756403e-18	2.40970977680426e-18
"rfbC"	5785.28920527006	-0.746974296390959	0.0511809958523429	-14.5947589325143	3.0328284268693e-48	7.86882060327418e-48
"mutS_1"	10568.888376968	-0.747464849047564	0.0497453428758613	-15.0258256519178	4.97377208788086e-51	1.32431029542702e-50
"tadA_2"	1347.85567800879	-0.756563968824909	0.0809325886390812	-9.34807574484989	8.92567424972447e-21	1.66590709342284e-20
"yycI"	5174.67081266676	-0.756719222237278	0.054578583955677	-13.8647646639533	1.0356520935678e-43	2.55639892788293e-43
"ddl_2"	1566.2203166302	-0.758200041571723	0.0918525924284187	-8.25453067274713	1.52500311782691e-16	2.6453072305813e-16
"arsC"	203.937001538706	-0.758781320291846	0.157629706417337	-4.8136949407424	1.48164929282973e-06	2.05889769432452e-06
"yjlD"	8466.78929442362	-0.759372645649449	0.0846294410466707	-8.97291340055851	2.88773119758927e-19	5.24822746292179e-19
"ygfA"	864.158734887272	-0.760979776802339	0.0828464583278992	-9.18542315702195	4.09912439225506e-20	7.59484969513924e-20
"ponA_1"	14779.4694426415	-0.767536293722744	0.0533772150448416	-14.3794743333451	6.96213365946369e-47	1.78507231706451e-46
"eno"	139540.324595847	-0.769875391875875	0.0503904817907916	-15.2781907319759	1.06866688369093e-52	2.90121152203439e-52
"znuC_3"	1190.40794993308	-0.772680340873342	0.0770008005464772	-10.034705293836	1.07279278030517e-23	2.11640337358131e-23
"ansA"	1748.60654886312	-0.787778932321811	0.0707603693250438	-11.1330528632925	8.66172071731348e-29	1.83986062098583e-28
"fliY"	1194.28068596472	-0.7881144971152	0.0764435307527049	-10.3097605429131	6.36597373126122e-25	1.28076327512693e-24
"yecD_3"	731.992178657719	-0.790086014795954	0.101851826079029	-7.75721010817134	8.68180324971744e-15	1.4691540388133e-14
"infB"	28608.2513321653	-0.791173310065305	0.0499407596241889	-15.8422362018318	1.59062156299994e-56	4.50281903429165e-56
"yecS_2"	379.198827413157	-0.792293206643745	0.117034112674805	-6.76976300786109	1.28993518297858e-11	2.05284355661064e-11
"guaA_1"	67344.2670243005	-0.792591944048614	0.0486397861106612	-16.2951362953236	1.06865174208154e-59	3.12991654459652e-59
"mgsR"	2011.70466057671	-0.795209789394657	0.0630868798144049	-12.6049947585628	1.98185778553873e-36	4.55259337462366e-36
"cbh_1"	87.2152523016367	-0.798266765819548	0.213539864289582	-3.73825640694899	0.000185300912509279	0.000241828011783747
"sugE"	149.31827140891	-0.803721306146069	0.179977956961574	-4.46566523875848	7.98203375525909e-06	1.0844457992203e-05
"pehX"	267.94315025711	-0.804169992744525	0.135046411857742	-5.95476756236692	2.60441715149387e-09	3.92337024898632e-09
"epsH"	5152.20781766106	-0.805551637899173	0.0518114829293009	-15.5477433255169	1.64811470923286e-54	4.55549673713546e-54
"pflB"	8073.89425940926	-0.806999811764424	0.0797014363700231	-10.1252856726174	4.26730789261029e-24	8.4734158024061e-24
"mro_1"	775.213147255541	-0.807442342227718	0.0845912752272859	-9.54522011942987	1.35818865330254e-21	2.575991679925e-21
"yknY_1"	94.4035859323161	-0.80809481466736	0.220642208229693	-3.66246703725027	0.00024979790390665	0.000324609392192686
"rsmH_1"	5958.59830431816	-0.817301098649701	0.076657776610713	-10.6616854125597	1.53784937398788e-26	3.13540106637689e-26
"rbgA"	2916.02220103559	-0.825878918906282	0.059583105596748	-13.8609579113875	1.09207064432993e-43	2.69130030957037e-43
"noxE"	93.3833710518278	-0.826315658436842	0.219762673039154	-3.76003643844294	0.000169888609612532	0.000222094723124366
"bca"	2361.7347510857	-0.826592661670049	0.077236036378536	-10.7021631407766	9.94295547723712e-27	2.03536575159034e-26
"dtpT_1"	7067.28150655453	-0.828703664136259	0.0683714531785823	-12.1206091959422	8.21462516810806e-34	1.83983443103361e-33
"clpP_1"	5306.35799362255	-0.830690850937477	0.0590607600496759	-14.0650213481639	6.23040586073404e-45	1.5658264234155e-44
"mhqA"	182.446998219689	-0.834174722925555	0.191928664125567	-4.34627483459067	1.38469053650369e-05	1.8662687496417e-05
"cdsA"	1395.55937033397	-0.837623390288571	0.0918636632986066	-9.11811439051632	7.64427069260372e-20	1.40436963387641e-19
"clsA_1"	6308.29263440265	-0.842608607863595	0.063562563776186	-13.2563659771584	4.145002040629e-40	9.75709135684384e-40
"gmuD_1"	898.677896043441	-0.847398641641508	0.0834927033864209	-10.1493736251368	3.33496979194146e-24	6.63942352042725e-24
"rlmCD_1"	4334.74556149245	-0.85259551323921	0.0617654562443966	-13.8037596592118	2.41900255560781e-43	5.9325940292926e-43
"rmlD"	9895.48598913442	-0.8562536647663	0.0516783587836245	-16.5689020495292	1.16941563903656e-61	3.49905701031962e-61
"ydjZ"	735.798834010875	-0.858855334994933	0.10132873441044	-8.47593074158085	2.33207471272057e-17	4.08716891538944e-17
"glnM_2"	38336.2656027498	-0.859062609768146	0.0521758295530219	-16.4647618854848	6.57207409796855e-61	1.94354734974876e-60
"prfA"	8298.63679094713	-0.862147211403592	0.054319754560156	-15.8717066817527	9.94980917224525e-57	2.82715659875551e-56
"rpoB"	88084.5106815842	-0.865621203246219	0.0477753937014982	-18.1185571939949	2.27482485710012e-73	7.64803147320859e-73
"lacE_2"	129.910047988023	-0.866277721544641	0.182126155725269	-4.75647068975305	1.97006827344363e-06	2.72269871184632e-06
"rsmI"	1699.27749297358	-0.871437545892724	0.0721222973299509	-12.0827757594299	1.30247282861448e-33	2.90434277888705e-33
"thiD"	2161.96681620298	-0.872150213308784	0.0650607915813268	-13.4051583466916	5.64027722195429e-41	1.34431020485702e-40
"lytR_2"	4132.49435434137	-0.873641373283756	0.0621656322675674	-14.0534462759666	7.33746418115707e-45	1.841014488946e-44
"ssb_1"	61653.4499579935	-0.88244029145961	0.056966479717114	-15.4905182107383	4.02036810011059e-54	1.1052383784239e-53
"yohK"	762.583308783216	-0.888428480083622	0.103713816981629	-8.5661535361387	1.06999196188971e-17	1.88175260734184e-17
"cdd"	4984.83308294783	-0.890216868072705	0.0907406582327353	-9.81056216045338	1.01402060658639e-22	1.95487770105199e-22
"nrdG"	1788.81186196809	-0.890270622971497	0.0887535586284968	-10.0308160791386	1.11590439130264e-23	2.19860593525733e-23
"ywpJ_1"	600.339207745641	-0.891554764559376	0.0973040165285055	-9.1625689911597	5.06762692471803e-20	9.35514643193401e-20
"parE"	16120.9029452558	-0.89209853533819	0.0595552093958932	-14.9793535173047	1.00186821357317e-50	2.66290626399988e-50
"pdhD"	13338.3086827856	-0.903000222299018	0.0680010609230992	-13.2792078541275	3.05609985689757e-40	7.21618617372869e-40
"intQ_1"	644.179442961328	-0.903412335351699	0.0949101567556798	-9.51860544996555	1.75518538494205e-21	3.32067992703944e-21
"ptsH"	29657.0976207442	-0.908475963005474	0.0790337017577776	-11.4947920039197	1.40118120498173e-30	3.02694890097472e-30
"cinA"	3986.67517297329	-0.909082804311709	0.0547766208308284	-16.5961826509764	7.42664454529097e-62	2.23533194515378e-61
"ppaC"	9833.89532110222	-0.91391864264874	0.0504407953078207	-18.1186406176082	2.27137861807277e-73	7.64803147320859e-73
"aspS"	23000.997475348	-0.915003654877213	0.0536629398203346	-17.0509416357113	3.43947365794481e-65	1.07342589775614e-64
"rpoC"	85218.6743722505	-0.920732933278332	0.0491099589108884	-18.7483955127927	1.99520259616612e-78	7.0997512943014e-78
"znuB"	835.192579054613	-0.926013660670999	0.107395506995655	-8.62246183826356	6.55298051928876e-18	1.15779458594858e-17
"clpY"	12674.1790081776	-0.926706196454848	0.0644397439518348	-14.3809726672333	6.8130262286291e-47	1.74978734337304e-46
"deoC"	11067.6513231711	-0.933115997471602	0.0635475907930348	-14.6837352262594	8.19490237130063e-49	2.14816459750273e-48
"rpsO"	31148.2889840392	-0.934324403261905	0.09443218220994	-9.8941312314983	4.41426372954119e-23	8.58610939986109e-23
"bin3_4"	201.236053548753	-0.934875490621603	0.145481536517756	-6.42607655238435	1.30939480262834e-10	2.03906777546315e-10
"lysS"	47776.5820026132	-0.939460803419609	0.0526226110783659	-17.8527971943574	2.74915317438543e-71	9.04311076585099e-71
"galM_1"	332.720279696659	-0.944464502828533	0.141413368444839	-6.67874977602942	2.40989219865685e-11	3.80732968729707e-11
"dacA"	9162.15254437336	-0.94462930873797	0.0562940181487865	-16.7802786122194	3.40236107688588e-63	1.03635918401944e-62
"eriC"	633.541235755339	-0.945836840632038	0.10872159753536	-8.69962235722689	3.32990441591416e-18	5.94542136628049e-18
"codY"	7023.28367133772	-0.948400461240194	0.0783719622817435	-12.1012723635876	1.03986805924064e-33	2.32216870120747e-33
"rluD_1"	1545.65430656099	-0.949109714075736	0.0776338524136367	-12.2254620190537	2.27285763498806e-34	5.11309036645025e-34
"hslR"	1474.01295291351	-0.953351523232639	0.0895019964506155	-10.6517347214558	1.71145612831103e-26	3.48003696050427e-26
"murD"	5326.59934330481	-0.960916367712568	0.0596724759739183	-16.103175744418	2.42340395618159e-58	6.97702121978178e-58
"murC"	16999.9313796528	-0.961935593375921	0.0536981894176231	-17.9137435322954	9.21259119808662e-72	3.04355236327243e-71
"murF_2"	4221.5581118566	-0.966227476605812	0.0636359292159656	-15.1836782853702	4.53614615427686e-52	1.21843925801828e-51
"murJ_1"	3187.99823791244	-0.974024973991372	0.0622403261494696	-15.6494195042015	3.35263689029297e-55	9.3689284108554e-55
"dgaR_6"	10605.5060749803	-0.974573621778201	0.0531425781669871	-18.3388472180603	4.05300563214612e-75	1.40608828650536e-74
"pglH_1"	8095.79339379474	-0.976218516188597	0.0639679796760159	-15.2610496866234	1.38994246071361e-52	3.76000420544731e-52
"pflA"	2177.92341976675	-0.979723286488155	0.0753412194869972	-13.0038150850112	1.16388937804812e-38	2.70213951641354e-38
"rlmA"	754.267072804665	-0.985973561380883	0.0909598219807044	-10.8396601918377	2.23298915532549e-27	4.63330038632252e-27
"rbsR"	770.49538616517	-0.986780788961117	0.102815559120449	-9.59758228620923	8.1841586671039e-22	1.55417377182035e-21
"ubiE_1"	558.724063135318	-0.986898275482968	0.0984785048882487	-10.0214587599891	1.22678698269788e-23	2.41083428986952e-23
"glmS"	22924.6115940139	-0.987141471771644	0.0592012026231661	-16.6743482907789	2.01395920992243e-62	6.110079435681e-62
"ziaA"	1729.13093883501	-0.990951256465328	0.065850890222785	-15.0484109343514	3.53626820385374e-51	9.43211291500743e-51
"rlmH"	515.232136240435	-0.992260258183856	0.119071234739674	-8.33333307035271	7.85976433575504e-17	1.36804812381199e-16
"rluB_1"	3682.21644454181	-0.993017130292108	0.059629392945685	-16.653148409487	2.87092776647584e-62	8.67544243718792e-62
"rpoE"	23398.639023945	-0.993597909798213	0.0580424302382909	-17.118475324328	1.08068902600631e-65	3.39358636413941e-65
"zapA"	1640.81529306511	-0.995713295835165	0.0880723420097689	-11.3056298165061	1.23067956963389e-29	2.63247891088823e-29
"cysE"	2748.76814081775	-0.996970364696481	0.0641129728788071	-15.5502126937875	1.58578310260878e-54	4.39117757322395e-54
"tyrA"	3912.78020514191	-0.998271927363315	0.0556536671949926	-17.9372173960377	6.04051560059615e-72	1.99993592602346e-71
"pdhC"	16095.2905798582	-1.00483821046159	0.0538555331074327	-18.6580310783873	1.08661793426535e-77	3.85762031208889e-77
"vraR"	3620.25435098084	-1.00706681156593	0.0653205049575125	-15.4173151634541	1.25202241138023e-53	3.42955059807929e-53
"ycaM"	10938.2870864859	-1.00895719774354	0.0738499369428287	-13.6622621428185	1.7060046905112e-42	4.14393164856229e-42
"efp"	13532.0953037172	-1.01368597831816	0.0639306327642992	-15.8560291754884	1.27718025033814e-56	3.62224491855678e-56
"ddl_1"	8724.23225107378	-1.02105115506543	0.0512780131243837	-19.912065480944	3.1985215823936e-88	1.23013847726905e-87
"comFA"	102.670049591903	-1.02564718731022	0.205974584169033	-4.97948419921814	6.37539574767068e-07	8.97387035462333e-07
"asnB"	19737.2720748455	-1.02605547396305	0.0521332159180052	-19.6814153106692	3.1118966225138e-86	1.16162219511973e-85
"aroB"	2714.96990814439	-1.02804427246952	0.0715111077203024	-14.3760082208551	7.31962907040477e-47	1.87357900407168e-46
"murF_1"	6154.09568882725	-1.03256927986472	0.0588817647484667	-17.5363167913816	7.56760782056636e-69	2.44183616752597e-68
"queT_2"	1597.57302765125	-1.03879120171855	0.0892410117468525	-11.6402893847199	2.57141654557671e-31	5.59466771273332e-31
"sbcD"	1022.98206713338	-1.05696985074454	0.0787991515457276	-13.4134674042927	5.04249764527377e-41	1.2037184817793e-40
"mvaS"	6115.67326753339	-1.05838120943391	0.0505930197947851	-20.9195105120608	3.55746512298064e-97	1.4486682840373e-96
"aes_2"	1672.04646602869	-1.06073700029815	0.0767444001810928	-13.8216859835394	1.88600226932132e-43	4.64035776442064e-43
"aroC"	4146.74123356842	-1.06092894086522	0.0667608834229114	-15.891475463926	7.25984571317788e-57	2.06668131236821e-56
"cna"	8172.24392736888	-1.06268782522661	0.0553756643006339	-19.1905205770045	4.44167991409689e-82	1.62222506215098e-81
"pth"	922.707653360227	-1.06573232418893	0.0789328323665303	-13.5017620961595	1.52680167445341e-41	3.67348965275284e-41
"pglF"	2594.42471303769	-1.07417141058605	0.0591352981682856	-18.1646401364073	9.83497524389695e-74	3.35093228108614e-73
"pglH_2"	1416.7286840792	-1.0746505075269	0.081436387423527	-13.1961957243751	9.22789222297873e-40	2.16549766650179e-39
"degA_1"	2308.98954352981	-1.08035691433017	0.0605162688683658	-17.8523384625736	2.77183070087957e-71	9.09805637379221e-71
"murB"	7308.44198712927	-1.08122297586004	0.0582560003237634	-18.5598559779428	6.78864000370031e-77	2.38778261562022e-76
"ribZ_2"	743.06019271869	-1.08521244963894	0.0939066169445825	-11.5562937410402	6.86064266852605e-31	1.48419869093255e-30
"act"	2438.63065289883	-1.086509726903	0.0869491886954653	-12.4959156399773	7.85862427588345e-36	1.79440551306904e-35
"rlmN"	4295.39486845797	-1.08879602675982	0.0653414103244893	-16.6631852810154	2.42744947492646e-62	7.34991163084094e-62
"obg"	15127.0319826524	-1.0895373535949	0.0814198691738745	-13.3817133907224	7.73436370575884e-41	1.8405368631048e-40
"ydcP_2"	7409.26788974575	-1.1000561523897	0.0630179862575069	-17.45622508302	3.08683522689801e-68	9.87657573648251e-68
"uppS"	3954.57901516234	-1.10553638072543	0.0571969818458761	-19.3285789747513	3.08806590645314e-83	1.14153504260391e-82
"nodM"	58.0125481093459	-1.11380931378171	0.321311169968149	-3.46645064935688	0.000527378538989867	0.000675523561717046
"acuR"	1449.33923720092	-1.12266781425359	0.0775577853056885	-14.4752433276515	1.73709922054928e-47	4.48407137779077e-47
"mgtE"	6288.9121498189	-1.12349644889211	0.0701116613988883	-16.0243877619754	8.63370309273135e-58	2.47629563281165e-57
"cbh_2"	50.9174341042945	-1.12671918616834	0.281041076566666	-4.00909077040585	6.09529852199231e-05	8.07932084333706e-05
"zur"	700.380532037823	-1.13660123774825	0.107888717711085	-10.5349406486779	5.96208745489858e-26	1.20587771498148e-25
"trmB"	1094.26133848669	-1.14781903306948	0.101287396354972	-11.3322987299114	9.07902149461814e-30	1.95026089369583e-29
"zitB"	1250.67400488504	-1.15498330048481	0.079315723900476	-14.5618452897696	4.91139314566213e-48	1.27211764640194e-47
"acpP"	11264.7467345859	-1.15613688015145	0.0764830134520282	-15.116256904242	1.26533479319961e-51	3.39279029937148e-51
"gap_2"	199479.171022901	-1.15625098403119	0.0780945173810708	-14.8057894818548	1.34399686919652e-49	3.54136199270987e-49
"ctpE_2"	921.177175868197	-1.15743984643064	0.0841422279188032	-13.7557546913015	4.70346777030919e-43	1.15166903764966e-42
"xylF"	600.873911749814	-1.15818257563429	0.093335185660309	-12.4088527540886	2.33981358674112e-35	5.31078404263297e-35
"soj_3"	528.031619205698	-1.15969031659992	0.108865296787448	-10.6525251923406	1.69698202275105e-26	3.4552187441843e-26
"ykuT"	1194.13428921518	-1.16913459111048	0.0861823628244582	-13.5658219709275	6.38597513202204e-42	1.53889875412493e-41
"drrA"	3300.0354282357	-1.17101094729361	0.0662494118971354	-17.6757938487337	6.44271140635635e-70	2.09216406649909e-69
"truB"	1085.63843697502	-1.17182796221004	0.103542317499954	-11.3173820183286	1.07638487852558e-29	2.30567393810753e-29
"iscS_2"	3220.1029471497	-1.17559491485172	0.064928801949194	-18.1059080032249	2.86251993506495e-73	9.5815777167119e-73
"rfbA"	9625.3491347898	-1.18073757234086	0.0634651090947624	-18.6045149718068	2.95352484330857e-77	1.04367014764709e-76
"epsJ_3"	909.042716655348	-1.18453916284618	0.0882409950503389	-13.4239098524493	4.37982064431034e-41	1.04716904886729e-40
"aroA"	4554.57743919378	-1.1882827228158	0.0664937449122957	-17.870594059383	1.99854720947526e-71	6.58828441565111e-71
"ntcA"	805.761454633319	-1.19010277710907	0.0852516904732723	-13.9598730594343	2.73921291995059e-44	6.85028124316049e-44
"liaS"	5420.08866526469	-1.19253914446154	0.0557952276225394	-21.3734972555215	2.35792430918145e-101	9.86571077715204e-101
"mapZ"	9590.91694114895	-1.19319397373699	0.0528758921278621	-22.5659355468019	9.36711244735452e-113	4.23326773214271e-112
"soj_1"	4623.00575311797	-1.2044863228887	0.0575379200502462	-20.9337828311636	2.63714668442045e-97	1.0767759786521e-96
"pyk"	83703.7860188537	-1.20748613625102	0.0649971861655754	-18.577514004607	4.88621889934095e-77	1.72261837585562e-76
"pyrH"	8549.55901465325	-1.20904321900107	0.0642372463950209	-18.8215293595584	5.03112022566855e-79	1.79868453138338e-78
"padC"	197.948267165053	-1.21424787150722	0.151937870624661	-7.99173942951213	1.33048018688751e-15	2.27932657438658e-15
"mrnC"	2911.41659914341	-1.21481520896066	0.0853682066891061	-14.2303002028001	5.94261207420345e-46	1.50843303150198e-45
"yvdM_2"	45.1486736782296	-1.22908706375183	0.337520443881523	-3.64151886510099	0.000271034260008806	0.000351306534462478
"natA_4"	42.6459189918911	-1.23944581749867	0.307944358060406	-4.02490185339114	5.69990827961168e-05	7.56181211659285e-05
"mnmG_1"	10506.942288228	-1.24096838789979	0.0491548227400668	-25.2461166315682	1.2494256712583e-140	6.72394097995193e-140
"dnaK"	44083.92953645	-1.24234289485752	0.0492590840116574	-25.2205845842263	2.38202691194716e-140	1.2729217497879e-139
"yycJ"	6800.37520883305	-1.24339160566172	0.0543732282979369	-22.8677171575795	9.73965810249945e-116	4.45450429132332e-115
"dtxR"	2022.8544133976	-1.24859424234763	0.0943592027214346	-13.232352609355	5.70725371396785e-40	1.34138077258843e-39
"thlA"	6264.90966881278	-1.25218741734294	0.0497936011305808	-25.1475568930865	1.50289297683877e-139	7.94759029071335e-139
"pfkA"	73331.4234728203	-1.25664077117754	0.0529598657505051	-23.7281713873217	1.84645979027152e-124	8.98453118397292e-124
"bcrC"	1486.17541732096	-1.26727305448356	0.0814898310781993	-15.5513029996032	1.55901424945114e-54	4.32491566833167e-54
"lacR_2"	124.663513073975	-1.27016468179525	0.221811792163685	-5.72631720525454	1.02634237377405e-08	1.52202476656074e-08
"bceB_1"	7823.18968658012	-1.27158363798164	0.0621701192187767	-20.453292577853	5.61540371898709e-93	2.21561136373506e-92
"epsJ_1"	4335.01197440558	-1.27319972409937	0.0578390633138506	-22.0127998475813	2.17158597420557e-107	9.42257959747888e-107
"tpiA"	79288.0198895076	-1.2744815529179	0.0542974357927101	-23.4722235831441	7.8406785332771e-122	3.74337097372446e-121
"tetA"	36.9462532916654	-1.27606018214739	0.360333067297381	-3.5413352199904	0.000398107436429173	0.000512092589258134
"trmL"	1542.03621892653	-1.277563326593	0.110010670806494	-11.6130855054979	3.53620568076262e-31	7.67185363504482e-31
"rmd"	5612.78191314897	-1.27764637357804	0.0575252839816701	-22.2101706440101	2.73895488541782e-109	1.20910964941778e-108
"murJ_2"	1880.74091544977	-1.28022141022751	0.0737836535496611	-17.3510167718361	1.93783773388864e-67	6.14859764315082e-67
"azoR"	4468.55552406645	-1.29178070098065	0.0742650342426383	-17.3941978772964	9.12958376045899e-68	2.9088611019203e-67
"manR_1"	165.429118481464	-1.29250496567186	0.176031732640087	-7.34245437619199	2.09712021933475e-13	3.46036196538117e-13
