""
"norG"	
"ywpJ_2"	
"smpB"	
"mta"	
"tqsA_3"	
"rppH"	
"hrtA_2"	
"glnA"	
"penA"	
"prs2"	
"pnp"	
"spsB"	
"msrC"	
"groL"	
"ntpK"	
"sipV"	
"yacL"	
"ecfA1"	
"adhR"	
"ywnA"	
"lgt"	
"yabA"	
"dgkA"	
"lytR_1"	
"atpC"	
"pinR"	
"copA"	
"mreC"	
"yfkN"	
"nadE"	
"ftsH"	
"fabG_2"	
"yxdL_1"	
"ampH"	
"uvrC_2"	
"msrA_2"	
"rspR_1"	
"ecfA2_1"	
"bepA"	
"hemN"	
"nox_2"	
"tetR"	
"miaA"	
"yfbR"	
"divIVA"	
"argR_3"	
"clpE"	
"opuBB"	
"atpE_2"	
"yfnB_1"	
"ypwA"	
"tqsA_2"	
"recA"	
"yitU"	
"ntpJ_1"	
"mnmA"	
"yjhB_2"	
"rex_1"	
"hsdR"	
"mepM_2"	
"mglA"	
"rsuA"	
"kup"	
"maa"	
"arlR_2"	
"mscL"	
"fpgS"	
"mprF_1"	
"murA1_1"	
"cah"	
"yutF"	
"lipC"	
"cca"	
"smc_2"	
"fieF"	
"dgaR_1"	
"polA"	
"oxyR"	
"pepQ"	
"era"	
"purR_1"	
"trxA_1"	
"pgi"	
"afr_1"	
"htrA"	
"arlS"	
"yugI_1"	
"corC_1"	
"sigA"	
"pyrDA"	
"ntpA"	
"gmuF"	
"nrdF"	
"ftsL_1"	
"yjcD"	
"dnaA"	
"ccpA_2"	
"ilvE"	
"atpF"	
"ruvB"	
"deoB"	
"yidA_1"	
"hpt"	
"atpG"	
"divIB"	
"walK_2"	
"clcA"	
"polC_1"	
"opuAA"	
"recR"	
"rsmB"	
"pncB2"	
"coaA"	
"ftsW_1"	
"rsmC"	
"pcrA"	
"ohrR"	
"iadA"	
"pcp"	
"gltX"	
"ydcV"	
"pgsA"	
"steT_2"	
"ezrA"	
"ltaS1_1"	
"pgcA"	
"ligA_1"	
"proS"	
"plsX"	
"rlmL"	
"gatA_2"	
"glnM_1"	
"nagA"	
"prs"	
"clpB"	
"parC"	
"ruvA"	
"yfiC"	
"aroE"	
"xerD_2"	
"mutL"	
"cobQ"	
"rsmD"	
"rnc"	
"thiI"	
"dinG_2"	
"rasP"	
"asnS"	
"gpmA_2"	
"ybiT_2"	
"rihB"	
"lepA"	
"lrgA"	
"murG"	
"exuR_3"	
"benM"	
"prmA"	
"cspL"	
"cvfB"	
"rpmG2"	
"stp"	
"hepT"	
"rnmV"	
"ettA_2"	
"rpmB"	
"rimM"	
"metG"	
"gmuE_2"	
"map"	
"ywrO"	
"murQ"	
"ppm1"	
"rsmE"	
"yidA_3"	
"degA_3"	
"yjbK"	
"glmU"	
"murE"	
"mprF_2"	
"recF"	
"wbgU_1"	
"ftsA"	
"fmt"	
"ptsI"	
"glpE_2"	
"yugI_2"	
"ychF"	
"gyrA"	
"zwf"	
"tyrS1"	
"lacC_1"	
"sbcC"	
"ugd"	
"wbbL"	
"ywqD"	
"suhB"	
"cobB"	
"rpmF_2"	
"recQ_2"	
"potA_1"	
"dnaX_2"	
"gyrB"	
"coiA"	
"mntH"	
"arcA"	
"rmlB"	
"gnd"	
"bacC"	
"mutS2_1"	
"pgk"	
"plsY"	
"icaR"	
"gatC_2"	
"purR_2"	
"rnhB"	
"repD"	
"rnz"	
"mvaA"	
"czrA"	
"epsN"	
"ykuL"	
"hin"	
"pbpX_2"	
"galM_2"	
"rph"	
"tagO"	
"fni"	
"gcvH"	
"nagB"	
"treR"	
"corA_1"	
"maf"	
"mraY"	
"dnaX_1"	
"rpiA"	
"metE"	
"cshB"	
"recD2"	
"rsmA_2"	
"xynB"	
"mfd"	
"glnQ_2"	
"engB"	
"yddE"	
"tee6"	
"lipL"	
"ywqC"	
"dtd3_2"	
"hcf136"	
"corC_2"	
"dtpT_2"	
"gmuD_2"	
"gph_2"	
"gor"	
"artM_3"	
"gph_3"	
"fur"	
"pspB_1"	
"parB"	
"rapA"	
"dnaC"	
"murR_1"	
"mngB"	
"gluP"	
"betI"	
"epsL"	
"rluD_2"	
"dus_2"	
"luxS"	
"araC_2"	
"serS"	
"valS"	
"truA"	
"fnr"	
"glpQ_1"	
"queA"	
"mtnN"	
"topB_3"	
"rodA"	
"metK"	
"wbbD"	
"wbgU_2"	
"rfbC"	
"mutS_1"	
"tadA_2"	
"yycI"	
"ddl_2"	
"arsC"	
"yjlD"	
"ygfA"	
"ponA_1"	
"eno"	
"znuC_3"	
"ansA"	
"fliY"	
"yecD_3"	
"infB"	
"yecS_2"	
"guaA_1"	
"mgsR"	
"cbh_1"	
"sugE"	
"pehX"	
"epsH"	
"pflB"	
"mro_1"	
"yknY_1"	
"rsmH_1"	
"rbgA"	
"noxE"	
"bca"	
"dtpT_1"	
"clpP_1"	
"mhqA"	
"cdsA"	
"clsA_1"	
"gmuD_1"	
"rlmCD_1"	
"rmlD"	
"ydjZ"	
"glnM_2"	
"prfA"	
"rpoB"	
"lacE_2"	
"rsmI"	
"thiD"	
"lytR_2"	
"ssb_1"	
"yohK"	
"cdd"	
"nrdG"	
"ywpJ_1"	
"parE"	
"pdhD"	
"intQ_1"	
"ptsH"	
"cinA"	
"ppaC"	
"aspS"	
"rpoC"	
"znuB"	
"clpY"	
"deoC"	
"rpsO"	
"bin3_4"	
"lysS"	
"galM_1"	
"dacA"	
"eriC"	
"codY"	
"rluD_1"	
"hslR"	
"murD"	
"murC"	
"murF_2"	
"murJ_1"	
"dgaR_6"	
"pglH_1"	
"pflA"	
"rlmA"	
"rbsR"	
"ubiE_1"	
"glmS"	
"ziaA"	
"rlmH"	
"rluB_1"	
"rpoE"	
"zapA"	
"cysE"	
"tyrA"	
"pdhC"	
"vraR"	
"ycaM"	
"efp"	
"ddl_1"	
"comFA"	
"asnB"	
"aroB"	
"murF_1"	
"queT_2"	
"sbcD"	
"mvaS"	
"aes_2"	
"aroC"	
"cna"	
"pth"	
"pglF"	
"pglH_2"	
